System,Subject,Category,Item,Year,No. of Cases
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Parent of peer,2016/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Caregiver,2016/12/31,23
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Teacher,2016/12/31,7
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,School teacher / personnel,2016/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Staff of boarding section of school,2016/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Tutor / Coach,2016/12/31,28
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Religious personnel,2016/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Schoolmate / friend / peer,2016/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Co-tenant / Neighbour,2016/12/31,14
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Inmate of residential service,2016/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unrelated person (including strangers) ,2016/12/31,79
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified Person / Others,2016/12/31,37
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified person,2016/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Other,2016/12/31,
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Central & Western,2016/12/31,12
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Southern,2016/12/31,28
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Islands,2016/12/31,18
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Eastern,2016/12/31,35
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wan Chai,2016/12/31,8
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kowloon City,2016/12/31,23
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yau Tsim Mong,2016/12/31,50
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sham Shui Po,2016/12/31,42
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wong Tai Sin,2016/12/31,37
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sai Kung,2016/12/31,45
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwun Tong,2016/12/31,102
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Shatin,2016/12/31,66
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tai Po,2016/12/31,19
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,North,2016/12/31,51
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yuen Long,2016/12/31,107
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tsuen Wan,2016/12/31,29
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwai Tsing,2016/12/31,77
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tuen Mun,2016/12/31,85
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Outside Hong Kong,2016/12/31,17
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Unknown,2016/12/31,41
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Physical abuse,2017/12/31,374
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Neglect,2017/12/31,229
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Sexual abuse,2017/12/31,315
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Psychological abuse,2017/12/31,5
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Multiple abuse,2017/12/31,24
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Female,2017/12/31,543
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Male,2017/12/31,404
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Parent,2017/12/31,568
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Sibling ,2017/12/31,11
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Step-parent,2017/12/31,46
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Grandparent,2017/12/31,7
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Relative,2017/12/31,23
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Friend,2017/12/31,89
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Parent of peer,2017/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Caregiver,2017/12/31,31
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Teacher,2017/12/31,6
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,School teacher / personnel,2017/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Staff of boarding section of school,2017/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Tutor / Coach,2017/12/31,17
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Religious personnel,2017/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Schoolmate / friend / peer,2017/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Co-tenant / Neighbour,2017/12/31,21
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Inmate of residential service,2017/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unrelated person (including strangers) ,2017/12/31,107
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified Person / Others,2017/12/31,31
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified person,2017/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Other,2017/12/31,
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Central & Western,2017/12/31,19
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Southern,2017/12/31,25
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Islands,2017/12/31,14
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Eastern,2017/12/31,36
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wan Chai,2017/12/31,13
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kowloon City,2017/12/31,38
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yau Tsim Mong,2017/12/31,69
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sham Shui Po,2017/12/31,59
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wong Tai Sin,2017/12/31,44
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sai Kung,2017/12/31,31
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwun Tong,2017/12/31,98
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Shatin,2017/12/31,67
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tai Po,2017/12/31,27
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,North,2017/12/31,64
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yuen Long,2017/12/31,104
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tsuen Wan,2017/12/31,15
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwai Tsing,2017/12/31,62
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tuen Mun,2017/12/31,78
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Outside Hong Kong,2017/12/31,20
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Unknown,2017/12/31,64
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Physical abuse,2018/12/31,493
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Neglect,2018/12/31,237
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Sexual abuse,2018/12/31,297
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Psychological abuse,2018/12/31,11
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Multiple abuse,2018/12/31,26
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Female,2018/12/31,566
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Male,2018/12/31,498
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Parent,2018/12/31,684
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Sibling ,2018/12/31,14
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Step-parent,2018/12/31,42
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Grandparent,2018/12/31,24
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Relative,2018/12/31,12
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Friend,2018/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Parent of peer,2018/12/31,51
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Caregiver,2018/12/31,19
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Teacher,2018/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,School teacher / personnel,2018/12/31,14
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Staff of boarding section of school,2018/12/31,3
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Tutor / Coach,2018/12/31,24
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Religious personnel,2018/12/31,0
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Schoolmate / friend / peer,2018/12/31,43
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Co-tenant / Neighbour,2018/12/31,7
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Inmate of residential service,2018/12/31,4
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unrelated person (including strangers) ,2018/12/31,79
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified Person / Others,2018/12/31,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified person,2018/12/31,36
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Other,2018/12/31,4
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Central & Western,2018/12/31,21
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Southern,2018/12/31,28
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Islands,2018/12/31,21
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Eastern,2018/12/31,53
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wan Chai,2018/12/31,12
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kowloon City,2018/12/31,39
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yau Tsim Mong,2018/12/31,54
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sham Shui Po,2018/12/31,51
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wong Tai Sin,2018/12/31,65
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sai Kung,2018/12/31,50
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwun Tong,2018/12/31,126
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Shatin,2018/12/31,36
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tai Po,2018/12/31,44
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,North,2018/12/31,61
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yuen Long,2018/12/31,127
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tsuen Wan,2018/12/31,33
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwai Tsing,2018/12/31,82
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tuen Mun,2018/12/31,84
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Outside Hong Kong,2018/12/31,37
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Unknown,2018/12/31,40
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Physical abuse,2019/12/31,430
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Neglect,2019/12/31,237
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Sexual abuse,2019/12/31,305
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Psychological abuse,2019/12/31,8
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Multiple abuse,2019/12/31,26
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Female,2019/12/31,565
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Male,2019/12/31,441
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Parent,2019/12/31,648
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Sibling ,2019/12/31,25
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Step-parent,2019/12/31,35
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Grandparent,2019/12/31,13
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Relative,2019/12/31,18
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Parent of peer,2019/12/31,9
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Caregiver,2019/12/31,14
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,School teacher / personnel,2019/12/31,18
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Staff of boarding section of school,2019/12/31,1
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Tutor / Coach,2019/12/31,22
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Religious personnel,2019/12/31,1
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Schoolmate / friend / peer,2019/12/31,111
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Co-tenant / Neighbour,2019/12/31,7
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Inmate of residential service,2019/12/31,3
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unrelated person (including strangers) ,2019/12/31,75
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified person,2019/12/31,22
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Other,2019/12/31,3
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Central & Western,2019/12/31,18
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Southern,2019/12/31,18
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Islands,2019/12/31,22
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Eastern,2019/12/31,40
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wan Chai,2019/12/31,6
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kowloon City,2019/12/31,46
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yau Tsim Mong,2019/12/31,57
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sham Shui Po,2019/12/31,58
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wong Tai Sin,2019/12/31,70
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sai Kung,2019/12/31,54
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwun Tong,2019/12/31,114
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Shatin,2019/12/31,51
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tai Po,2019/12/31,45
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,North,2019/12/31,52
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yuen Long,2019/12/31,111
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tsuen Wan,2019/12/31,37
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwai Tsing,2019/12/31,68
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tuen Mun,2019/12/31,70
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Outside Hong Kong,2019/12/31,45
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Unknown,2019/12/31,24
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Physical harm / abuse,2020/12/31,389
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Neglect,2020/12/31,201
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Sexual abuse,2020/12/31,313
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Psychological harm / abuse,2020/12/31,10
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Multiple abuse,2020/12/31,27
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Female,2020/12/31,536
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Male,2020/12/31,404
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Parent,2020/12/31,583
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Sibling ,2020/12/31,18
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Step-parent,2020/12/31,46
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Grandparent,2020/12/31,21
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Relative,2020/12/31,17
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Parent of peer,2020/12/31,10
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Caregiver,2020/12/31,15
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,School teacher / personnel,2020/12/31,16
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Staff of boarding section of school,2020/12/31,0
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Tutor / Coach,2020/12/31,19
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Religious personnel,2020/12/31,1
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Schoolmate / friend / peer,2020/12/31,89
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Co-tenant / Neighbour,2020/12/31,7
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Inmate of residential service,2020/12/31,5
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unrelated person (including strangers) ,2020/12/31,104
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified person,2020/12/31,25
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Other,2020/12/31,1
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Central & Western,2020/12/31,11
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Southern,2020/12/31,23
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Islands,2020/12/31,16
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Eastern,2020/12/31,53
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wan Chai,2020/12/31,12
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kowloon City,2020/12/31,48
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yau Tsim Mong,2020/12/31,74
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sham Shui Po,2020/12/31,73
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wong Tai Sin,2020/12/31,49
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sai Kung,2020/12/31,39
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwun Tong,2020/12/31,104
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Shatin,2020/12/31,63
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tai Po,2020/12/31,28
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,North,2020/12/31,42
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yuen Long,2020/12/31,96
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tsuen Wan,2020/12/31,35
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwai Tsing,2020/12/31,68
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tuen Mun,2020/12/31,67
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Outside Hong Kong,2020/12/31,13
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Unknown,2020/12/31,26
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Physical harm / abuse,2021/12/31,593
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Neglect,2021/12/31,275
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Sexual abuse,2021/12/31,448
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Psychological harm / abuse,2021/12/31,9
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Multiple abuse,2021/12/31,42
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Female,2021/12/31,848
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Male,2021/12/31,519
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Parent,2021/12/31,863
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Sibling ,2021/12/31,32
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Step-parent,2021/12/31,40
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Grandparent,2021/12/31,32
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Relative,2021/12/31,32
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Parent of peer,2021/12/31,18
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Caregiver,2021/12/31,42
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,School teacher / personnel,2021/12/31,3
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Staff of boarding section of school,2021/12/31,0
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Tutor / Coach,2021/12/31,18
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Religious personnel,2021/12/31,2
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Schoolmate / friend / peer,2021/12/31,152
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Co-tenant / Neighbour,2021/12/31,7
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Inmate of residential service,2021/12/31,4
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unrelated person (including strangers) ,2021/12/31,145
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified person,2021/12/31,51
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Other,2021/12/31,0
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Central & Western,2021/12/31,28
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Southern,2021/12/31,38
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Islands,2021/12/31,34
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Eastern,2021/12/31,56
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wan Chai,2021/12/31,13
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kowloon City,2021/12/31,64
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yau Tsim Mong,2021/12/31,100
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sham Shui Po,2021/12/31,90
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wong Tai Sin,2021/12/31,81
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sai Kung,2021/12/31,44
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwun Tong,2021/12/31,181
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Shatin,2021/12/31,93
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tai Po,2021/12/31,45
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,North,2021/12/31,61
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yuen Long,2021/12/31,172
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tsuen Wan,2021/12/31,35
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwai Tsing,2021/12/31,86
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tuen Mun,2021/12/31,106
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Outside Hong Kong,2021/12/31,12
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Unknown,2021/12/31,28
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Physical harm / abuse,2022/12/31,652
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Neglect,2022/12/31,276
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Sexual abuse,2022/12/31,443
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Psychological harm / abuse,2022/12/31,15
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Multiple abuse,2022/12/31,53
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Female,2022/12/31,866
